course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites,school
ARCH EXP & PLAN ARCHITECTURE,SEM,0,,,,Bruce,,1200,0,1200,ADMN,2021-01-18,2021-05-07,SPRING 2021,44575,1030,01,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN ENGINEERING,SEM,0,,,,Bruce,,1200,0,1200,ADMN,2021-01-18,2021-05-07,SPRING 2021,44199,1030,02,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN HUMANITIES,SEM,0,,,,Bruce,,1200,0,1200,ADMN,2021-01-18,2021-05-07,SPRING 2021,44576,1030,03,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN ITWS/UNDECIDED,SEM,0,,,,Bruce,,1200,0,1200,ADMN,2021-01-18,2021-05-07,SPRING 2021,44577,1030,04,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN MANAGEMENT,SEM,0,,,,Bruce,,1200,0,1200,ADMN,2021-01-18,2021-05-07,SPRING 2021,44578,1030,05,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN SCIENCE,SEM,0,,,,Bruce,,1200,0,1200,ADMN,2021-01-18,2021-05-07,SPRING 2021,44579,1030,06,ADMN-1030,,,,,,,Other
PORTFOLIO DEVELOPMENT,LAB,0,,,,Lopez,,65,0,65,ADMN,2021-01-18,2021-05-07,SPRING 2021,44521,1100,02,ADMN-1100,,,,,,,Other
STUDENT SUCCESS LABS,LEC,0,T,4:00PM,4:50PM,Trzepacz,,150,0,150,ADMN,2021-01-18,2021-05-07,SPRING 2021,43972,1824,01,ADMN-1824,,,,,,,Other
FIP SEMINAR,LEC,0,W,12:00PM,12:50PM,Mejia,,25,0,25,ADMN,2021-01-18,2021-05-07,SPRING 2021,43519,1962,02,ADMN-1962,,,,,,,Other
FIP SEMINAR,LEC,0,W,12:00PM,12:50PM,Caihua,,25,0,25,ADMN,2021-01-18,2021-05-07,SPRING 2021,43522,1962,05,ADMN-1962,,,,,,,Other
FIP SEMINAR,LEC,0,W,12:00PM,12:50PM,Roberts,,25,0,25,ADMN,2021-01-18,2021-05-07,SPRING 2021,43523,1962,06,ADMN-1962,,,,,,,Other
FIP SEMINAR,LEC,0,T,4:00PM,4:50PM,Milford,,25,0,25,ADMN,2021-01-18,2021-05-07,SPRING 2021,43524,1962,09,ADMN-1962,,,,,,,Other
FIP SEMINAR,LEC,0,T,4:00PM,4:50PM,Steigler,,25,0,25,ADMN,2021-01-18,2021-05-07,SPRING 2021,43525,1962,10,ADMN-1962,,,,,,,Other
FIP SEMINAR,LEC,0,T,4:00PM,4:50PM,Roberts,,25,0,25,ADMN,2021-01-18,2021-05-07,SPRING 2021,43526,1962,11,ADMN-1962,,,,,,,Other
FIP SEMINAR,LEC,0,,,,Fayette,,25,0,25,ADMN,2021-01-18,2021-05-07,SPRING 2021,43529,1962,14,ADMN-1962,,,,,,,Other
FIP SEMINAR,LEC,0,T,5:00PM,5:50PM,Milford,,25,0,25,ADMN,2021-01-18,2021-05-07,SPRING 2021,43530,1962,15,ADMN-1962,,,,,,,Other
FIP SEMINAR,LEC,0,W,8:00AM,8:50AM,Roberts,,12,0,12,ADMN,2021-01-18,2021-05-07,SPRING 2021,43531,1962,16,ADMN-1962,,,,,,,Other
FIP SEMINAR,,0,W,8:00AM,8:50AM,Caihua,,25,0,25,ADMN,2021-01-18,2021-05-07,SPRING 2021,43572,1962,17,ADMN-1962,,,,,,,Other
FIP SEMINAR,LEC,0,W,12:00PM,1:50PM,Steigler,,25,0,25,ADMN,2021-01-18,2021-05-07,SPRING 2021,43895,1962,21,ADMN-1962,,,,,,,Other
FIP SEMINAR,LEC,0,T,5:00PM,5:50PM,Mejia,,25,0,25,ADMN,2021-01-18,2021-05-07,SPRING 2021,43896,1962,22,ADMN-1962,,,,,,,Other
FIP SEMINAR,LEC,0,T,4:00PM,4:50PM,Fayette,,25,0,25,ADMN,2021-01-18,2021-05-07,SPRING 2021,44203,1962,24,ADMN-1962,,,,,,,Other
ORIENTATION SMR FOR GRADUATES,LEC,0,,,,Grega,,500,0,500,ADMN,2021-01-18,2021-05-07,SPRING 2021,42163,6700,01,ADMN-6700,,,,,,,Other
TA TRAINING SEMINAR,LEC,0,,,,Staff,,200,0,200,ADMN,2021-01-18,2021-05-07,SPRING 2021,42164,6800,01,ADMN-6800,,,,,,,Other
ENVIRONMENTAL AND ECOL SYSTEM,LEC,4,MR,8:00AM,9:50AM,Lokko,,80,0,80,ARCH,2021-01-18,2021-05-07,SPRING 2021,40359,2360,01,ARCH-2360,Environmental and Ecological Systems,,,,[],[],Architecture
"ENERGY, COMFORT & ECOLOGY",LEC,2,W,10:10AM,12:00PM,Loercher,,70,0,70,ARCH,2021-01-18,2021-05-07,SPRING 2021,42775,2370,01,ARCH-2370,"Energy, Comfort, and Ecology",,,,[],[],Architecture
DIGITAL CONSTRUCTS 2,LEC,2,,,,Dayem,,40,0,40,ARCH,2021-01-18,2021-05-07,SPRING 2021,42779,2530,01,ARCH-2530,Digital Constructs 2,,,,[],[],Architecture
DIGITAL CONSTRUCTS 2,LEC,2,,,,Liu,,40,0,40,ARCH,2021-01-18,2021-05-07,SPRING 2021,44852,2530,02,ARCH-2530,Digital Constructs 2,,,,[],[],Architecture
DIGITAL CONSTRUCTS 4,LEC,2,,,,Imaeda,,40,0,40,ARCH,2021-01-18,2021-05-07,SPRING 2021,43178,2550,01,ARCH-2550,Digital Constructs 4,,,,[],[],Architecture
DIGITAL CONSTRUCTS 4,LEC,2,,,,Lopez,,40,0,40,ARCH,2021-01-18,2021-05-07,SPRING 2021,44522,2550,02,ARCH-2550,Digital Constructs 4,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 2,LEC,5,MWR,2:30PM,6:20PM,Titus,,60,0,60,ARCH,2021-01-18,2021-05-07,SPRING 2021,42776,2810,01,ARCH-2810,Architectural Design Studio 2,,,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 2,LEC,5,MWR,2:30PM,6:20PM,Dayem,,0,0,0,ARCH,2021-01-18,2021-05-07,SPRING 2021,42777,2810,02,ARCH-2810,Architectural Design Studio 2,,,,[],[],Architecture
